species name,Sex,Overall appearance: &lt;Colouring&gt;,Length of prosoma [mm],Length of prosoma by range [mm],Length of femur I : &lt;relative to prosoma&gt;,Prosoma: &lt;appearance&gt;,Fovea clearly visible as darkened groove,Opisthosoma: &lt;appearance&gt;,Dorsal spines on femur I: &lt;count&gt;,Posterior eye row: &lt;form&gt;,Posterior median eye (PME) separation: &lt;relative to diameter (d)&gt;,Headregion of male: &lt;appearance&gt;,Eyes: &lt;appearance&gt;,Anterior median eyes: &lt;size relative to anterior lateral eyes ALE&gt;,Prolateral spines on femur I: &lt;count&gt;,Prolateral spines on tibia I: &lt;count&gt;,Anterior cheliceral teeth: &lt;appearance&gt;,Conspicuous structures on chelicerae: &lt;appearance&gt;,Maxillae: &lt;appearance&gt;,Sternum: &lt;appearance&gt;,Sternum: &lt;extends between coxae IV&gt;,Width of sternum between coxae IV: &lt;relative to width of coxae IV (d)&gt;,Position of trichobothrium on metatarsus I (TmI): &lt;relative to metatarsus&gt;,Position of TmI by range: &lt;relative to metatarsus&gt;,Metatarsus IV dorsally: &lt;presence of trichobothrium (TmIV)&gt;,Dorsal spines on metatarsus I: &lt;count&gt;,Tibia IV: &lt;number of dorsal spines&gt;,"Numbers of dorsal spines on tibia I, II, III, IV: &lt;tibial spine formula&gt;",Tibia I-II ventrally: &lt;presence of spines&gt;,Male pedipalp: femur &lt;appearance&gt;,Male pedipalp: patella &lt;appearance&gt;,Male pedipalp: tibia &lt;appearance&gt;,Male pedipalp: cymbium &lt;appearance&gt;,Male pedipalp: paracymbium &lt;form&gt;,Male pedipalp: branches of paracymbium &lt;presence of teeth&gt;,Male pedipalp: embolus &lt;appearance&gt;,Male pedipalp: lamella characteristica &lt;presence&gt;,Distribution,Female palp: claw &lt;presence&gt;,Epigyne: &lt;appearance&gt;,Epigyne: &lt;form&gt;,Epigyne: &lt;seminal receptacles&gt;,Description of any further conspicuous features:
"Troglohyphantes konradi M Brignoli, 1975",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.4,1.2-1.4; 1.4-1.6,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",multiple,,,with horns/tufts; with lobe (simple),reduced,,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.17,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Italy |,,,,,Eyes reduced: remaining characters not diagnosable
"Troglohyphantes konradi W Brignoli, 1975",Female,"pale, ground or cave dweller (careful with older specimens: fading)",1.3,1.2-1.4,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,,,,reduced,,multiple,multiple,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.16,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Italy |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",Eyes reduced: remaining characters not diagnosable
"Troglohyphantes kordunlikanus M Deeleman-Reinhold, 1978",Male,"inconspicuous, generally dark",1.1,1.0-1.2,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,recurved,distinctly greater than d,inconspicuous,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.2,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Croatia |,,,,,
"Troglohyphantes kordunlikanus W Deeleman-Reinhold, 1978",Female,"inconspicuous, generally dark",1.15,1.0-1.2,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,recurved,equal to d,,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.19,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Croatia |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes kratochvili M Drensky, 1935",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.55,1.4-1.6,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",multiple,straight,distinctly greater than d,with lobe (simple); with horns/tufts,reduced,distinctly smaller than ALE,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.39,0.30-0.39,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,North Macedonia |,,,,,
"Troglohyphantes kratochvili W Drensky, 1935",Female,"pale, ground or cave dweller (careful with older specimens: fading)",1.5,1.4-1.6,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",multiple,straight,distinctly greater than d,,reduced,distinctly smaller than ALE,multiple,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.36,0.30-0.39,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,North Macedonia |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes latzeli M Thaler, 1986",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.1,1.0-1.2; 1.2-1.4,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,recurved,distinctly greater than d,with horns/tufts,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.2,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),with simple apophysis,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Austria | Slovenia |,,,,,
"Troglohyphantes latzeli W Thaler, 1986",Female,"pale, ground or cave dweller (careful with older specimens: fading)",1.05,0.8-1.0; 1.0-1.2,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,,,,,,one,one,unremarkable in size,none,unremarkable,smooth,yes,,,0.10-0.19; 0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Austria | Slovenia |,,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes lesserti M Kratochvil, 1935",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.3,1.2-1.4,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,,,inconspicuous,reduced,,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.13,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Bosnia and Herzegovina | Montenegro | Serbia |,,,,,Eyes reduced: remaining characters not diagnosable
"Troglohyphantes lesserti W Kratochvil, 1935",Female,"pale, ground or cave dweller (careful with older specimens: fading)",1.2,1.0-1.2; 1.2-1.4,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,,,,reduced,,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.15,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Bosnia and Herzegovina | Montenegro | Serbia |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",Eyes reduced: remaining characters not diagnosable
"Troglohyphantes liburnicus M Caporiacco, 1927",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.9,1.8-2.0,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",multiple,,,inconspicuous,reduced,,multiple,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.11,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Croatia |,,,,,Eyes reduced: remaining characters not diagnosable
"Troglohyphantes liburnicus W Caporiacco, 1927",Female,"pale, ground or cave dweller (careful with older specimens: fading)",1.9,1.8-2.0,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",multiple,,,,reduced,,multiple,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.11,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Croatia |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",Eyes reduced: remaining characters not diagnosable
"Troglohyphantes lucifuga M (Simon, 1884)",Male,"inconspicuous, generally dark",1.5,1.4-1.6,longer than prosoma,inconspicuous,yes,patterned,none,straight,equal to d,with lobe (simple),normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.19,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,France | Italy | Switzerland |,,,,,
"Troglohyphantes lucifuga W (Simon, 1884)",Female,"inconspicuous, generally dark",1.4,1.2-1.4; 1.4-1.6,longer than prosoma,inconspicuous,yes,patterned,none,straight,equal to d,,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.21,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,France | Italy | Switzerland |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) not visible",
"Troglohyphantes marqueti M (Simon, 1884)",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.2,1.0-1.2; 1.2-1.4,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",one,recurved,equal to d,inconspicuous,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,,,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),with simple apophysis,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,France | Spain |,,,,,
"Troglohyphantes marqueti W (Simon, 1884)",Female,"pale, ground or cave dweller (careful with older specimens: fading)",1.6,1.4-1.6; 1.6-1.8,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",one,recurved,equal to d,,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,,,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,France | Spain |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes noricus M (Thaler & Polenec, 1974)",Male,"inconspicuous, generally dark",1.45,1.4-1.6,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",one,straight,distinctly greater than d,with horns/tufts,normal,distinctly smaller than ALE,multiple,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.3,0.30-0.39,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),with simple apophysis,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Austria | Germany | Hungary |,,,,,
"Troglohyphantes noricus W (Thaler & Polenec, 1974)",Female,"inconspicuous, generally dark",1.25,1.2-1.4,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",one,straight,distinctly greater than d,,normal,distinctly smaller than ALE,multiple,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.32,0.30-0.39,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Austria | Germany | Hungary |,not present/inconspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes novicordis M Thaler, 1978",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.1,1.0-1.2,longer than prosoma,with conspicuous hairs/spines,yes,"unicolorous, inconspicuous",one,straight,distinctly greater than d,inconspicuous,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.3,0.30-0.39,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Austria | Slovenia |,,,,,
"Troglohyphantes novicordis W Thaler, 1978",Female,"inconspicuous, generally dark",1.1,1.0-1.2,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,straight,distinctly greater than d,,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.3,0.30-0.39,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Austria | Slovenia |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes pedemontanus W (Gozo, 1906)",Female,"inconspicuous, generally dark",1.6,1.4-1.6; 1.6-1.8,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",multiple,straight,distinctly greater than d,,reduced,distinctly smaller than ALE,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.18,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Italy |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes phragmitis M (Simon, 1884)",Male,"inconspicuous, generally dark",0.9,0.8-1.0,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous; patterned",one,recurved,distinctly less than d,inconspicuous,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.2,0.10-0.19; 0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),"with multiple, simple apophyses",with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,France |,,,,,
"Troglohyphantes phragmitis W (Simon, 1884)",Female,"inconspicuous, generally dark",1.2,0.8-1.0; 1.0-1.2; 1.2-1.4,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous; patterned",one,recurved,equal to d,,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.22,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,France |,,with scape (from anterior margin),,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes pluto W Caporiacco, 1938",Female,"inconspicuous, generally dark",1.6,1.4-1.6; 1.6-1.8,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,,normal,distinctly smaller than ALE,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.18,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Italy |,not present/inconspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes poleneci M Wiehle, 1964",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1,0.8-1.0; 1.0-1.2,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",one,straight,distinctly greater than d,inconspicuous,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.21,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Italy | Slovenia |,,,,,
"Troglohyphantes poleneci W Wiehle, 1964",Female,"pale, ground or cave dweller (careful with older specimens: fading)",0.95,0.8-1.0,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,recurved,equal to d,,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.2,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Italy | Slovenia |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Troglohyphantes polyophthalmus M Joseph, 1881",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.3,1.2-1.4,longer than prosoma,inconspicuous; with conspicuous hairs/spines,yes,"unicolorous, inconspicuous",one,straight,distinctly greater than d,with lobe (simple); with horns/tufts,reduced,distinctly smaller than ALE,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.2,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),with simple apophysis,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Slovenia |,,,,,"Metatarsus IV with a dorsal and a lateral bristle, metatarsus I with lateral bristles"
"Troglohyphantes polyophthalmus W Joseph, 1881",Female,"pale, ground or cave dweller (careful with older specimens: fading)",1.6,1.4-1.6; 1.6-1.8,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",one,straight,distinctly greater than d,,reduced,distinctly smaller than ALE,one,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.21,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,Slovenia |,conspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible","Metatarsus IV with a dorsal and a lateral bristle, metatarsus I with lateral bristles"
"Troglohyphantes pretneri M Deeleman-Reinhold, 1978",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1.18,1.0-1.2,longer than prosoma,inconspicuous,no,"unicolorous, inconspicuous",one,recurved,distinctly greater than d,inconspicuous; with horns/tufts,normal,distinctly smaller than ALE,multiple,multiple,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.15,0.10-0.19,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),unremarkable,with dorsal projections/conical elevations; margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,Albania | Montenegro |,,,,,
